Handles  NPM(K)     PM(K)     WS(K)   CPU(s)      Id  SI  ProcessName        Path
   1034      29     40653     52741    15.11   66270   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    782       8     57269     69624    30.99   66321   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    770       7     68394     85699    40.97   66375   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    934      27     35730     49773     6.58   66404   1  ctfmon             C:\Windows\System32\ctfmon.exe
    604      20    155538    163116     0.09   66413   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    544       5    104025    117754    44.46   66426   1  explorer           C:\Windows\explorer.exe
    641      38    144557    152490    22.12   66444   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    856      29    119733    122147     6.01   66450   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    461      58     37334     55839    42.61   66481   1  audiodg            C:\Windows\System32\audiodg.exe
    935      16    137805    138691    30.42   66486   1  explorer           C:\Windows\explorer.exe
    224      35    121115    138187    43.45   66515   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
     94      31     19559     21851    40.52   66533   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1383      13    100717    102741    27.77   66570   1  sihost             C:\Windows\System32\sihost.exe
    559      38     51623     58893    27.11   66581   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    348       5    114638    125996    33.96   66601   1  ctfmon             C:\Windows\System32\ctfmon.exe
    973      57     42570     56683    39.16   66633   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    538      24    160934    166539    42.15   66643   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1385      36    123119    132975     3.93   66700   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    655      33    162831    176594    41.22   66751   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    391      24    122705    132634    36.38   66777   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    238      60     58256     71142    20.85   66810   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1346       6     63002     68437    24.28   66842   1  wininit            C:\Windows\System32\wininit.exe
   1316      38    143186    159258     4.48   66861   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    598      59     46296     60004    35.50   66868   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1385      52     83646     95618    40.95   66908   1  sihost             C:\Windows\System32\sihost.exe
   1215      46    108805    124479    44.64   66915   1  lsass              C:\Windows\System32\lsass.exe
    798      17     67239     79910    41.36   66962   1  wininit            C:\Windows\System32\wininit.exe
    603      55     34591     50851    22.79   66983   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    663      38    150945    168853    31.67   67037   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
   1243      55     39943     46976    30.89   67064   1  svchost            C:\Windows\System32\svchost.exe
   1108      52    135013    143290    16.46   67077   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    623       9     91873     99589    15.58   67137   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    857      50    110186    122547    20.25   67160   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    141      16    110365    115159    36.89   67172   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    330      50     81542     99369    24.98   67229   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1092      41     40893     55223     6.76   67266   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    864      60     63772     74268    18.58   67313   1  services           C:\Windows\System32\services.exe
   1361      34     92827     96914    37.52   67368   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    771       6     70327     88508    25.57   67403   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    512      55     75972     77969    38.53   67455   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    741      23     87774     98465    26.88   67474   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    872      55     81218     89263    10.16   67533   1  taskhostw          C:\Windows\System32\taskhostw.exe
    266      28    115851    120834    23.21   67590   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    973      17     49066     58464    34.77   67629   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1360      56     84124     96392    42.61   67636   1  winlogon           C:\Windows\System32\winlogon.exe
    765      21    168495    178973    22.22   67658   1  dwm                C:\Windows\System32\dwm.exe
   1216      27     28894     37713    12.76   67701   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1009      43     63301     83284    12.39   67732   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    536      33    141473    146478    24.85   67787   1  lsass              C:\Windows\System32\lsass.exe
    975      40     58180     73150     5.95   67830   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    513      19    148861    149804    33.17   67860   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1213      43    139095    147765    18.60   67888   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1097      20    142352    156758    44.16   67899   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    887      34    128738    135841     0.35   67955   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    141      41     88975    102718    41.91   67960   1  notepad            C:\Windows\System32\notepad.exe
   1183      13     80693     82620     6.37   67978   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    734      33     75956     78228    20.51   68032   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    700      35    153059    164794    22.88   68057   1  services           C:\Windows\System32\services.exe
    645      41    105706    113639    42.95   68108   1  ctfmon             C:\Windows\System32\ctfmon.exe
    162      60     47593     66881    32.56   68121   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    832      38     71041     75573    40.99   68180   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    221      47     53687     62210     0.82   68203   1  ctfmon             C:\Windows\System32\ctfmon.exe
    126      60    161611    164029    24.22   68248   1  dllhost            C:\Windows\System32\dllhost.exe
   1318      22     79586     84273    13.59   68293   1  dwm                C:\Windows\System32\dwm.exe
   1048      55    142367    159340     5.89   68299   1  notepad            C:\Windows\System32\notepad.exe
   1149      56    153765    156081    10.44   68317   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    283      48      5518     20669    39.41   68351   1  winlogon           C:\Windows\System32\winlogon.exe
    964      13    173375    177099    23.97   68397   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1400      56     28394     31354    12.61   68437   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    852      34      6962     10190     0.95   68480   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    740      20     22016     28113    17.36   68537   1  sihost             C:\Windows\System32\sihost.exe
    526      26    136837    146167    42.97   68563   1  taskhostw          C:\Windows\System32\taskhostw.exe
    851      11     15343     31878     8.33   68616   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1198      33     91977     97412    10.40   68660   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    167      35     54761     59545    41.67   68677   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
   1344      40     75665     81556    19.11   68717   1  csrss              C:\Windows\System32\csrss.exe
    636      38    137185    142110    11.88   68744   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    220      14     16082     30994    16.89   68778   1  services           C:\Windows\System32\services.exe
   1372      37     83658    100739    30.05   68835   1  conhost            C:\Windows\System32\conhost.exe
    604      15     85802     88756    29.08   68865   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    614      45    115000    123366    39.05   68918   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    567      10     52815     59582    26.16   68962   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1135       5    110373    122830    15.05   69017   1  cmd                C:\Windows\System32\cmd.exe
   1339      20    105146    113233    11.56   69021   1  dwm                C:\Windows\System32\dwm.exe
    576      32     48507     67409     9.25   69060   1  taskhostw          C:\Windows\System32\taskhostw.exe
    380      30    140924    143528    16.27   69067   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1050      54     82879     93255    40.86   69084   1  spoolsv            C:\Windows\System32\spoolsv.exe
    147      60     19874     26336     0.69   69090   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    632      10     82345     97183     8.21   69141   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    945      44    166523    185180    15.33   69170   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    539      27     57790     69822     7.92   69177   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1394      38    105360    111455    21.63   69195   1  conhost            C:\Windows\System32\conhost.exe
   1331      17    110067    112885    18.90   69251   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1005      35    173360    184988     8.99   69256   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    330      37     84608     97570    40.22   69266   1  explorer           C:\Windows\explorer.exe
    933      14    126984    134613    12.88   69287   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    975      52     66238     84218    10.19   69321   1  taskhostw          C:\Windows\System32\taskhostw.exe
    882       7     82565     94133    31.12   69327   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    975      10     61034     71291     4.41   69332   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    653       7     93169     97224    31.06   69378   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    197      41    145582    159410     6.34   69396   1  dllhost            C:\Windows\System32\dllhost.exe
    887       6    176982    190934    30.88   69445   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1304      54     83586     96058    31.51   69504   1  firefox            C:\Program Files\Mozilla Firefox\firefox.exe
    275      22    153618    167512    37.40   69544   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
    136      14     28981     43586    29.11   69604   1  explorer           C:\Windows\explorer.exe
   1128      46    178105    196904    31.06   69627   1  csrss              C:\Windows\System32\csrss.exe
    519      30    172903    179547    19.92   69641   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1071      43    159173    159810    14.35   69691   1  dwm                C:\Windows\System32\dwm.exe
    290      19    122379    133785    40.68   69718   1  svchost            C:\Windows\System32\svchost.exe
   1055      21     78118     85803    44.89   69760   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    587      60    119766    130250    33.87   69809   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    572      59    138209    155258     2.57   69831   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    666      26    108159    119244    36.01   69836   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    244      30    154027    160565    15.46   69873   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1209      14     91764     95175    16.66   69929   1  wininit            C:\Windows\System32\wininit.exe
   1053      47    170681    172747     0.07   69959   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1168      58    110575    120656    20.63   69986   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    277      22     47295     54892    35.86   70009   1  wininit            C:\Windows\System32\wininit.exe
    138      26    116752    125931    35.76   70058   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    377      24     52872     62400    32.01   70086   1  wininit            C:\Windows\System32\wininit.exe
    470      41      6321      7966    10.16   70104   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    406      11     98941    105763     1.43   70140   1  lsass              C:\Windows\System32\lsass.exe
    410      29     13325     31470     8.85   70199   1  notepad            C:\Windows\System32\notepad.exe
    522      20     76371     88407    43.14   70203   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
   1234      16     45729     47681    12.29   70214   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1158      34     47900     56681    38.54   70255   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1034      10    170664    180619    13.73   70263   1  notepad            C:\Windows\System32\notepad.exe
    937      25    146294    158547    38.87   70275   1  csrss              C:\Windows\System32\csrss.exe
    383      18    162159    165641    21.51   70332   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    776      43    114672    120343    37.52   70351   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1157      51    158367    162054    21.69   70365   1  lsass              C:\Windows\System32\lsass.exe
   1199      26     15242     25637     8.71   70406   1  services           C:\Windows\System32\services.exe
    322      45    142624    155085    13.39   70461   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1203      41    136292    145011    23.93   70475   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    478      24     11782     28353    12.34   70520   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    461      26    161550    165927    29.02   70541   1  csrss              C:\Windows\System32\csrss.exe
    879      27    143485    162048    26.50   70585   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    544      10     72072     80226    27.59   70605   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    711      52     84297     87243     3.54   70616   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    464      44     32182     38614    36.04   70637   1  dllhost            C:\Windows\System32\dllhost.exe
   1166      46     89443     99988    15.30   70674   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    104      58     25836     31534     5.64   70720   1  dllhost            C:\Windows\System32\dllhost.exe
   1266      57      7984     20754     6.07   70745   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
   1185      59     14362     19653     8.24   70787   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
    673      40    114084    131770    17.09   70798   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    116      48    138144    150107     7.62   70805   1  dwm                C:\Windows\System32\dwm.exe
   1115      51    120130    133737    27.55   70852   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    274      38    120468    124886    25.97   70872   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    643      39     49592     60308    44.38   70920   1  audiodg            C:\Windows\System32\audiodg.exe
    927      43    101044    106671    17.04   70937   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    740      21     43447     56611     6.71   70970   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1026      32     66868     70213    30.58   71029   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    270      53     97234    110258    17.12   71050   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    314      58     82065     94730     0.89   71093   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1210      27    157687    167479    21.04   71149   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1027      21     22076     31990    41.13   71166   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    379      53    131830    141440     2.52   71223   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    646       5    117011    136577    24.53   71265   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    485      34      5164     12915    34.21   71302   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
   1243      41    107381    122705    37.09   71345   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    867       7    127911    134576     1.40   71378   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
    299      15     20398     27822    10.91   71408   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    686      16     81746     90772    41.12   71456   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
   1256      55     57752     64505    42.35   71472   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1353      49     76555     94852    21.65   71501   1  wininit            C:\Windows\System32\wininit.exe
   1344      48     31325     38669     1.71   71534   1  conhost            C:\Windows\System32\conhost.exe
   1185      53    127082    142980     0.86   71562   1  cmd                C:\Windows\System32\cmd.exe
   1360      50     16489     22543    23.14   71593   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    561      41     87790    101139     6.03   71602   1  lsass              C:\Windows\System32\lsass.exe
    988      36      7382     22230    11.61   71609   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    755      34     48872     50534    42.72   71656   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    139      56    166780    171881    13.75   71693   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    449      54    114684    127133    12.85   71728   1  wininit            C:\Windows\System32\wininit.exe
   1063      24    144591    157212     6.63   71734   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    901      12    155517    169269    15.28   71775   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    412       8    171059    173517    10.31   71809   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
   1180      51    125272    137563    14.00   71822   1  ctfmon             C:\Windows\System32\ctfmon.exe
   1096      40    115671    121253     8.09   71848   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    522      25     95483    112399     0.48   71867   1  cmd                C:\Windows\System32\cmd.exe
    660      26    119380    132748    34.94   71911   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    702      48     76170     84063    36.99   71957   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    976      57     18064     22451    35.02   71978   1  conhost            C:\Windows\System32\conhost.exe
   1245      51     71286     73432    13.67   71983   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1069      48    105081    111840    34.31   72003   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1161      39     80806     90070     6.20   72011   1  svchost            C:\Windows\System32\svchost.exe
    431      34    165888    171437    14.54   72066   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    571      51     77662     95236    35.94   72086   1  svchost            C:\Windows\System32\svchost.exe
   1091      42      5005     18350     9.00   72136   1  dllhost            C:\Windows\System32\dllhost.exe
    866      32     24295     42793     8.45   72186   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    242      51      8543     24856    44.07   72196   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
   1209      41     17276     28160    25.90   72235   1  sihost             C:\Windows\System32\sihost.exe
    982      33    109057    115811     4.91   72274   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    279      49    173291    175488    42.00   72285   1  winlogon           C:\Windows\System32\winlogon.exe
    328      37     91928    105491     4.86   72309   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    344      59    163391    177186    29.56   72315   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
   1060      30     74939     84551     5.74   72352   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    963      18    126467    129333    44.20   72403   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
    340      53      2095     18970     5.55   72451   1  svchost            C:\Windows\System32\svchost.exe
   1031      50    163310    175592    22.98   72501   1  cmd                C:\Windows\System32\cmd.exe
    364      35     15800     26578    31.70   72517   1  lsass              C:\Windows\System32\lsass.exe
    987      35    108465    115870     9.39   72560   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    902      40      8071      8740    12.36   72583   1  services           C:\Windows\System32\services.exe
    195      53     58719     61254    28.36   72596   1  explorer           C:\Windows\explorer.exe
   1283      29     28574     40639    33.57   72630   1  powershell         C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
    478      28      8956     20102     4.57   72677   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1249      16    134498    146089    22.25   72691   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    512      30     53793     66864    29.33   72722   1  notepad            C:\Windows\System32\notepad.exe
    169      16     64576     84432     0.40   72755   1  spoolsv            C:\Windows\System32\spoolsv.exe
   1041      46     14593     19481    41.32   72766   1  wininit            C:\Windows\System32\wininit.exe
   1396       6     48329     52676    23.83   72794   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    871      23    138352    149647     5.24   72821   1  cmd                C:\Windows\System32\cmd.exe
    629      30     86124     92204    10.74   72835   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
    814      52     53989     70812    22.96   72856   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
   1395      20    115733    121197     7.01   72907   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    403      45     63822     66609     2.78   72942   1  winlogon           C:\Windows\System32\winlogon.exe
   1318       9     11869     14689    23.86   72988   1  audiodg            C:\Windows\System32\audiodg.exe
    456      59     91570    104502     4.94   73039   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
   1012      59     53588     57676    31.70   73049   1  conhost            C:\Windows\System32\conhost.exe
    594      55     72587     92158    37.54   73054   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    860      50    137551    145016     4.89   73097   1  winlogon           C:\Windows\System32\winlogon.exe
    365      33     78193     79319    29.11   73141   1  ctfmon             C:\Windows\System32\ctfmon.exe
    635      38     80420     81798    18.49   73167   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    351       7    108299    116305    21.98   73201   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1296      42     72434     87821     2.10   73235   1  sihost             C:\Windows\System32\sihost.exe
    671      43     59503     63850    18.70   73287   1  ShellExperienceHost C:\Windows\System32\ShellExperienceHost.exe
   1058      48     46977     49701    40.52   73333   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
    775      29     83837     95725    36.91   73358   1  lsass              C:\Windows\System32\lsass.exe
    854      26    130700    149008    31.24   73382   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
    438      27    119267    121744    36.00   73415   1  RuntimeBroker      C:\Windows\System32\RuntimeBroker.exe
   1288      47     66320     86224    42.52   73428   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
   1330      52    159526    178096    10.43   73468   1  csrss              C:\Windows\System32\csrss.exe
    530      49     73903     91272    41.02   73523   1  svchost            C:\Windows\System32\svchost.exe
    569      59     61703     74498    11.28   73559   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    896      39    101943    103275    42.24   73605   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
   1278      43     58527     65675    41.02   73612   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    136      10    165881    172533    37.28   73657   1  SecurityHealthService C:\Windows\System32\SecurityHealthService.exe
    644      16    136934    154513    17.85   73665   1  vlc                C:\Program Files\VideoLAN\VLC\vlc.exe
     99      48     48637     57302    22.31   73675   1  dllhost            C:\Windows\System32\dllhost.exe
    104      18    117240    125553    23.37   73728   1  outlook            C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
    788      39    131219    137037     1.38   73760   1  cmd                C:\Windows\System32\cmd.exe
   1312      24    179432    196722    29.02   73775   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    297      41     64705     79073     2.75   73827   1  lsass              C:\Windows\System32\lsass.exe
    261      42     40558     55333     8.48   73882   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1238      33     24605     27391     7.18   73940   1  taskhostw          C:\Windows\System32\taskhostw.exe
   1026      47     28536     35809    15.08   73952   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
    224       6    177896    186310     4.84   73976   1  slack              C:\Users\jsmith\AppData\Local\slack\slack.exe
   1366      25     40735     45212    28.37   74022   1  wininit            C:\Windows\System32\wininit.exe
   1143      39     24529     27619    41.87   74079   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
    126      24      2685     13793    33.87   74138   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
   1013      24      8988     16237    18.45   74176   1  chrome             C:\Program Files\Google\Chrome\Application\chrome.exe
    148      42     72156     87433     0.18   74224   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    937      48    159096    177888    22.73   74272   1  wininit            C:\Windows\System32\wininit.exe
    525      45    120654    136080    26.06   74300   1  acrord32           C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe
   1065      58     70938     72321     4.41   74328   1  sihost             C:\Windows\System32\sihost.exe
   1367      22    150919    159638    43.66   74367   1  sihost             C:\Windows\System32\sihost.exe
    519      45     80540     83758    20.73   74411   1  Spotify            C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe
    625      13     15285     28083    38.08   74459   1  MsMpEng            C:\Program Files\Windows Defender\MsMpEng.exe
    396       6     86048     93516     4.55   74494   1  sihost             C:\Windows\System32\sihost.exe
   1370      15     72106     79376    44.38   74516   1  dllhost            C:\Windows\System32\dllhost.exe
    157      15     19916     23703    32.45   74522   1  lsass              C:\Windows\System32\lsass.exe
    500      46     93573    104595    43.89   74573   1  winword            C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
    973      38    140273    145471    25.86   74624   1  explorer           C:\Windows\explorer.exe
   1210      46     72126     85380    32.24   74684   1  Teams              C:\Users\jsmith\AppData\Local\Microsoft\Teams\current\Teams.exe
    994      41     26462     31657    15.46   74689   1  OneDrive           C:\Users\jsmith\AppData\Local\Microsoft\OneDrive\OneDrive.exe
    642      27    135704    151030    15.47   74719   1  taskhostw          C:\Windows\System32\taskhostw.exe
    431      28    144128    159052    18.57   74734   1  NisSrv             C:\Program Files\Windows Defender\NisSrv.exe
   1025      15    135920    141646    12.65   74776   1  sihost             C:\Windows\System32\sihost.exe
   1359      49     65678     74460    23.04   74831   1  lsass              C:\Windows\System32\lsass.exe
    526      48     61184     76015    34.41   74888   1  cmd                C:\Windows\System32\cmd.exe
    804      21     63809     72068    22.43   74914   1  SgrmBroker         C:\Windows\System32\SgrmBroker.exe
    405      34    175567    192434    16.22   74965   1  lsass              C:\Windows\System32\lsass.exe
    274       5     26762     37961     2.35   74990   1  SearchIndexer      C:\Windows\System32\SearchIndexer.exe
    547      31    168151    185199     1.12   75046   1  audiodg            C:\Windows\System32\audiodg.exe
    750      35     94525     98144    29.07   75074   1  excel              C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
   1069      13    143322    145737     5.62   75089   1  lsass              C:\Windows\System32\lsass.exe
   1393      43    148630    160523    41.09   75096   1  Discord            C:\Users\jsmith\AppData\Local\Discord\app-1.0.9013\Discord.exe
    747      23     11134     27152    28.00   75117   1  fontdrvhost        C:\Windows\System32\fontdrvhost.exe
   1053      46    167575    185014    27.53   75135   1  wmiprvse           C:\Windows\System32\wbem\WmiPrvSE.exe
   1020      54      6259     18681    38.04   75148   1  winlogon           C:\Windows\System32\winlogon.exe
   1197       7    128451    129857    31.03   75192   1  ctfmon             C:\Windows\System32\ctfmon.exe
    639      58     28023     43424    20.53   75200   1  notepad            C:\Windows\System32\notepad.exe
